H [m],qc [MPa],fs [MPa],u2 [MPa],Incl. [°],v [m/s],Rf [],Uo [MPa],qt [MPa],ft [MPa],sigmaVo [MPa],sigma'Vo [MPa],qt-sigmaVo [MPa],Qt [],Fr [],Bq [],Rf(qc) [],Uh [MPa],Rfd [],soil [],L [m],D [m],UW [kN/m^3]
0.00,0.289,0.000,0.0005,0.8,0.000,0.000,0.000,0.289,0.000,0.000,0.000,0.289,28917.998,0.035,0.0017,0.000,0.000,0.000,7,0.00,0.00,17.50
0.02,1.590,0.000,0.0234,0.6,0.180,0.000,0.000,1.594,0.000,0.000,0.000,1.594,4306.957,0.006,0.0147,0.000,0.000,0.000,7,0.02,0.02,18.50
0.04,1.877,0.000,0.0278,0.6,0.180,0.000,0.000,1.881,0.000,0.001,0.001,1.880,2541.092,0.005,0.0148,0.000,0.000,0.000,7,0.04,0.04,18.50
0.06,2.033,0.000,0.0456,0.7,0.180,0.000,0.000,2.040,0.000,0.001,0.001,2.039,1836.834,0.005,0.0224,0.000,0.000,0.000,7,0.06,0.06,18.50
0.08,2.277,0.000,-0.0087,0.5,0.260,0.000,0.000,2.276,0.000,0.001,0.001,2.274,1536.505,0.004,-0.0038,0.000,0.000,0.000,7,0.08,0.08,18.50
0.10,2.817,0.000,-0.0265,0.8,0.340,0.000,0.000,2.813,0.000,0.002,0.002,2.811,1519.573,0.004,-0.0094,0.000,0.000,0.005,7,0.10,0.10,18.50
0.12,3.270,0.000,-0.0265,0.8,0.340,0.000,0.000,3.266,0.000,0.002,0.002,3.264,1463.646,0.003,-0.0081,0.000,0.000,0.004,7,0.12,0.12,19.00
0.14,3.018,0.001,-0.0381,0.9,0.270,0.000,0.000,3.012,0.001,0.003,0.003,3.010,1157.540,0.030,-0.0127,0.000,0.000,0.039,7,0.14,0.14,18.50
0.16,2.410,0.019,-0.0265,0.8,0.080,0.008,0.000,2.406,0.019,0.003,0.003,2.403,809.020,0.770,-0.0110,0.008,0.000,0.825,7,0.16,0.16,18.50
0.18,2.238,0.033,-0.0212,0.8,0.200,0.015,0.000,2.235,0.033,0.003,0.003,2.231,670.083,1.479,-0.0095,0.015,0.000,1.520,7,0.18,0.18,18.00
0.20,2.018,0.047,-0.0195,0.8,0.190,0.023,0.000,2.015,0.047,0.004,0.004,2.011,544.984,2.332,-0.0097,0.023,0.000,2.277,7,0.20,0.20,18.00
0.22,1.804,0.050,-0.0211,0.8,0.190,0.028,0.000,1.800,0.050,0.004,0.004,1.796,443.500,2.806,-0.0117,0.028,0.000,2.662,7,0.22,0.22,18.00
0.24,1.450,0.052,-0.0204,0.8,0.190,0.036,0.000,1.447,0.052,0.004,0.004,1.442,327.081,3.584,-0.0141,0.036,0.000,3.074,7,0.24,0.24,18.00
0.26,1.339,0.049,-0.0196,0.8,0.190,0.037,0.000,1.336,0.049,0.005,0.005,1.331,279.055,3.681,-0.0147,0.037,0.000,3.277,5,0.26,0.26,18.00
0.28,1.237,0.044,-0.0276,0.8,0.190,0.035,0.000,1.232,0.044,0.005,0.005,1.227,239.211,3.553,-0.0225,0.035,0.000,3.177,5,0.28,0.28,18.00
0.30,1.058,0.041,-0.0285,0.9,0.190,0.039,0.000,1.053,0.041,0.005,0.005,1.048,191.197,3.904,-0.0272,0.039,0.000,3.216,5,0.30,0.30,17.50
0.32,0.985,0.038,-0.0293,0.9,0.190,0.039,0.000,0.981,0.038,0.006,0.006,0.975,167.235,3.908,-0.0301,0.039,0.000,3.177,5,0.32,0.32,17.50
0.34,0.946,0.033,-0.0278,0.9,0.190,0.035,0.000,0.941,0.033,0.006,0.006,0.935,151.338,3.486,-0.0297,0.034,0.000,2.819,5,0.34,0.34,17.50
0.36,0.964,0.030,-0.0255,0.9,0.190,0.031,0.000,0.960,0.030,0.007,0.007,0.954,145.838,3.135,-0.0267,0.031,0.000,2.601,5,0.36,0.36,18.00
0.38,1.056,0.027,-0.0223,0.9,0.190,0.026,0.000,1.052,0.027,0.007,0.007,1.046,151.526,2.573,-0.0213,0.025,0.000,2.327,5,0.38,0.38,18.00
0.40,1.135,0.023,-0.0156,1.1,0.190,0.020,0.000,1.132,0.023,0.007,0.007,1.125,154.923,2.027,-0.0139,0.020,0.000,1.951,5,0.40,0.40,18.00
0.42,1.218,0.020,-0.0091,1.1,0.200,0.017,0.000,1.217,0.020,0.008,0.008,1.209,158.678,1.679,-0.0075,0.017,0.000,1.697,5,0.42,0.42,18.00
0.44,1.334,0.019,-0.0095,1.1,0.200,0.014,0.000,1.332,0.019,0.008,0.008,1.324,165.940,1.435,-0.0072,0.014,0.000,1.534,5,0.44,0.44,18.00
0.46,1.373,0.020,-0.0128,1.1,0.200,0.015,0.000,1.371,0.020,0.008,0.008,1.363,163.431,1.482,-0.0094,0.015,0.000,1.546,5,0.46,0.46,18.00
0.48,1.412,0.026,-0.0201,1.1,0.200,0.019,0.000,1.409,0.026,0.009,0.009,1.400,160.952,1.864,-0.0144,0.018,0.000,1.864,5,0.48,0.48,18.00
0.50,1.375,0.029,-0.0247,1.2,0.200,0.021,0.000,1.371,0.029,0.009,0.009,1.362,150.341,2.092,-0.0181,0.021,0.000,1.851,5,0.50,0.50,18.00
0.52,1.357,0.031,-0.0271,1.1,0.200,0.023,0.000,1.353,0.031,0.009,0.009,1.344,142.648,2.307,-0.0202,0.023,0.000,1.849,5,0.52,0.52,18.00
0.54,1.449,0.033,-0.0264,1.2,0.200,0.023,0.000,1.445,0.033,0.010,0.010,1.435,146.748,2.320,-0.0184,0.023,0.000,1.847,5,0.54,0.54,18.00
0.56,1.695,0.041,-0.0133,1.3,0.200,0.024,0.000,1.693,0.041,0.010,0.010,1.683,165.960,2.460,-0.0079,0.024,0.000,2.144,6,0.56,0.56,18.00
0.58,1.994,0.043,0.0005,1.3,0.200,0.022,0.000,1.994,0.043,0.011,0.011,1.984,188.912,2.163,0.0003,0.022,0.000,2.058,6,0.58,0.58,18.00
0.60,2.590,0.043,0.0138,1.3,0.200,0.016,0.000,2.592,0.043,0.011,0.011,2.581,237.684,1.654,0.0053,0.016,0.000,1.908,6,0.60,0.60,18.00
0.62,2.648,0.046,0.0180,1.3,0.200,0.017,0.000,2.651,0.046,0.011,0.011,2.640,235.264,1.743,0.0068,0.017,0.000,1.908,6,0.62,0.62,18.00
0.64,2.608,0.054,0.0110,1.3,0.200,0.021,0.000,2.609,0.054,0.012,0.012,2.598,224.325,2.090,0.0042,0.021,0.000,2.100,6,0.64,0.64,18.00
0.66,2.740,0.061,0.0338,1.3,0.200,0.022,0.000,2.745,0.061,0.012,0.012,2.733,228.909,2.243,0.0124,0.022,0.000,2.225,6,0.66,0.66,18.00
0.68,3.059,0.068,0.0425,1.3,0.220,0.022,0.000,3.066,0.068,0.012,0.012,3.053,248.236,2.230,0.0139,0.022,0.000,2.337,6,0.68,0.68,18.00
0.70,3.098,0.076,0.0403,1.3,0.240,0.024,0.000,3.104,0.076,0.013,0.013,3.091,244.185,2.452,0.0130,0.024,0.000,2.471,6,0.70,0.70,18.00
0.72,3.283,0.080,0.0525,1.3,0.250,0.024,0.000,3.291,0.080,0.013,0.013,3.278,251.773,2.450,0.0160,0.024,0.000,2.528,6,0.72,0.72,18.00
0.74,3.284,0.087,0.0260,1.4,0.180,0.026,0.000,3.289,0.087,0.013,0.013,3.275,244.789,2.644,0.0079,0.026,0.000,2.636,6,0.74,0.74,18.00
0.76,3.313,0.093,0.0252,1.4,0.180,0.028,0.000,3.317,0.093,0.014,0.014,3.303,240.392,2.800,0.0076,0.028,0.000,2.724,6,0.76,0.76,18.00
0.78,3.441,0.093,0.0100,1.4,0.180,0.027,0.000,3.443,0.093,0.014,0.014,3.429,243.184,2.718,0.0029,0.027,0.000,2.666,6,0.78,0.78,18.00
0.80,3.678,0.101,0.0134,1.4,0.230,0.027,0.000,3.680,0.101,0.014,0.014,3.665,253.477,2.747,0.0037,0.027,0.000,2.848,6,0.80,0.80,18.00
0.82,3.792,0.102,0.0121,1.4,0.230,0.027,0.000,3.794,0.102,0.015,0.015,3.779,255.015,2.712,0.0032,0.027,0.000,2.880,6,0.82,0.82,18.00
0.84,3.843,0.110,0.0114,1.4,0.230,0.029,0.000,3.845,0.110,0.015,0.015,3.830,252.309,2.882,0.0030,0.029,0.000,3.103,6,0.84,0.84,18.00
0.86,3.828,0.119,0.0102,1.4,0.230,0.031,0.000,3.829,0.119,0.016,0.016,3.814,245.405,3.110,0.0027,0.031,0.000,3.339,6,0.86,0.86,18.00
0.88,3.840,0.128,0.0071,1.4,0.230,0.033,0.000,3.841,0.128,0.016,0.016,3.825,240.568,3.341,0.0019,0.033,0.000,3.610,3,0.88,0.88,18.00
0.90,3.494,0.134,0.0167,1.4,0.230,0.038,0.000,3.497,0.134,0.016,0.016,3.481,214.066,3.856,0.0048,0.038,0.000,3.807,3,0.90,0.90,18.00
0.92,3.353,0.141,0.0417,1.4,0.230,0.042,0.000,3.360,0.141,0.017,0.017,3.343,201.158,4.232,0.0125,0.042,0.000,4.036,3,0.92,0.92,18.00
0.94,3.276,0.151,0.0684,1.4,0.230,0.046,0.000,3.287,0.151,0.017,0.017,3.270,192.560,4.609,0.0209,0.046,0.000,4.282,3,0.94,0.94,18.00
0.96,3.210,0.158,0.1338,1.4,0.230,0.049,0.000,3.232,0.158,0.017,0.017,3.214,185.486,4.909,0.0416,0.049,0.000,4.400,3,0.96,0.96,17.50
0.98,3.186,0.156,0.1611,1.5,0.230,0.049,0.000,3.212,0.156,0.018,0.018,3.194,180.650,4.900,0.0504,0.049,0.000,4.151,3,0.98,0.98,17.50
1.00,3.281,0.143,0.3899,1.4,0.230,0.043,0.000,3.343,0.143,0.018,0.018,3.325,184.332,4.312,0.1173,0.044,0.000,3.625,3,1.00,1.00,18.00
1.02,3.463,0.134,0.3879,1.5,0.230,0.038,0.000,3.525,0.134,0.018,0.018,3.506,190.552,3.833,0.1106,0.039,0.000,3.221,3,1.02,1.02,18.00
1.04,3.939,0.127,0.4107,1.5,0.230,0.032,0.000,4.004,0.127,0.019,0.019,3.986,212.449,3.197,0.1030,0.032,0.000,2.890,3,1.04,1.04,18.00
1.06,4.584,0.120,0.4831,1.5,0.220,0.026,0.000,4.661,0.120,0.019,0.019,4.642,242.781,2.592,0.1041,0.026,0.000,2.595,3,1.06,1.06,18.00
1.08,5.846,0.112,0.3812,1.5,0.230,0.019,0.000,5.907,0.112,0.019,0.019,5.888,302.083,1.907,0.0647,0.019,0.000,2.315,3,1.08,1.08,18.50
1.10,5.887,0.113,0.3802,1.5,0.230,0.019,0.000,5.948,0.113,0.020,0.020,5.928,298.473,1.905,0.0641,0.019,0.000,2.227,5,1.10,1.10,18.50
1.12,5.878,0.122,0.2300,1.5,0.230,0.021,0.000,5.915,0.122,0.020,0.020,5.894,291.373,2.068,0.0390,0.021,0.000,2.304,5,1.12,1.12,18.50
1.14,5.936,0.135,0.1246,1.6,0.230,0.023,0.000,5.956,0.135,0.021,0.021,5.935,288.263,2.273,0.0210,0.023,0.000,2.458,5,1.14,1.14,18.00
1.16,5.792,0.155,0.0447,1.5,0.230,0.027,0.000,5.799,0.155,0.021,0.021,5.778,275.785,2.679,0.0077,0.027,0.000,2.756,5,1.16,1.16,18.00
1.18,5.569,0.199,0.0547,1.6,0.230,0.036,0.000,5.578,0.199,0.021,0.021,5.557,260.757,3.587,0.0098,0.036,0.000,3.506,5,1.18,1.18,18.00
1.20,5.583,0.217,0.0475,1.6,0.230,0.039,0.000,5.591,0.217,0.022,0.022,5.569,257.006,3.898,0.0085,0.039,0.000,3.818,5,1.20,1.20,18.00
1.22,5.712,0.229,0.0214,1.6,0.230,0.040,0.000,5.716,0.229,0.022,0.022,5.693,258.443,4.031,0.0038,0.040,0.000,4.032,5,1.22,1.22,18.00
1.24,5.649,0.242,0.0357,1.6,0.230,0.043,0.000,5.654,0.242,0.022,0.022,5.632,251.542,4.295,0.0063,0.043,0.000,4.242,5,1.24,1.24,18.00
1.26,5.349,0.244,0.0479,1.6,0.230,0.046,0.000,5.357,0.244,0.023,0.023,5.334,234.458,4.576,0.0090,0.046,0.000,4.288,5,1.26,1.26,18.00
1.28,5.323,0.248,0.0624,1.6,0.230,0.047,0.000,5.332,0.248,0.023,0.023,5.309,229.743,4.673,0.0118,0.047,0.000,4.363,5,1.28,1.28,18.00
1.30,5.865,0.248,0.0892,1.6,0.230,0.042,0.000,5.880,0.248,0.023,0.023,5.856,249.523,4.231,0.0152,0.042,0.000,4.337,5,1.30,1.30,18.00
1.32,5.954,0.251,0.0610,1.7,0.230,0.042,0.000,5.963,0.251,0.024,0.024,5.940,249.250,4.222,0.0103,0.042,0.000,4.331,5,1.32,1.32,18.00
1.34,6.001,0.248,0.0742,1.7,0.200,0.041,0.000,6.013,0.248,0.024,0.024,5.989,247.581,4.144,0.0124,0.041,0.000,4.227,5,1.34,1.34,18.00
1.36,5.821,0.242,0.0685,1.7,0.190,0.041,0.000,5.832,0.242,0.025,0.025,5.808,236.571,4.158,0.0118,0.041,0.000,4.037,5,1.36,1.36,18.00
1.38,5.719,0.245,0.0738,1.7,0.190,0.043,0.000,5.731,0.245,0.025,0.025,5.706,229.068,4.288,0.0129,0.043,0.000,3.976,5,1.38,1.38,18.00
1.40,5.874,0.247,0.0992,1.7,0.180,0.042,0.000,5.890,0.247,0.025,0.025,5.865,232.089,4.203,0.0169,0.042,0.000,3.881,5,1.40,1.40,18.00
1.42,6.428,0.235,0.0964,1.8,0.150,0.036,0.000,6.443,0.235,0.026,0.026,6.418,250.398,3.654,0.0150,0.036,0.000,3.591,5,1.42,1.42,18.00
1.44,6.606,0.237,0.1645,1.8,0.130,0.036,0.000,6.632,0.237,0.026,0.026,6.606,254.187,3.586,0.0249,0.036,0.000,3.521,5,1.44,1.44,18.00
1.46,6.858,0.236,0.1335,1.8,0.080,0.034,0.000,6.879,0.236,0.026,0.026,6.853,260.080,3.447,0.0195,0.034,0.000,3.451,5,1.46,1.46,18.00
1.48,7.255,0.258,0.1136,1.8,0.070,0.035,0.000,7.273,0.258,0.027,0.027,7.246,271.294,3.555,0.0157,0.036,0.000,3.730,5,1.48,1.48,18.00
1.50,7.477,0.273,0.1137,1.8,0.090,0.036,0.000,7.495,0.273,0.027,0.027,7.468,275.878,3.650,0.0152,0.036,0.000,3.922,5,1.50,1.50,18.00
1.52,7.837,0.283,0.1483,1.9,0.080,0.036,0.000,7.860,0.283,0.027,0.027,7.833,285.559,3.608,0.0189,0.036,0.000,4.058,11,1.52,1.52,18.00
1.54,8.136,0.311,0.1936,1.9,0.190,0.038,0.000,8.167,0.311,0.028,0.028,8.139,292.892,3.822,0.0238,0.038,0.000,4.505,11,1.54,1.54,18.00
1.56,7.283,0.322,0.0991,2.0,0.210,0.044,0.000,7.299,0.322,0.028,0.028,7.271,258.284,4.433,0.0136,0.044,0.000,4.721,11,1.56,1.56,18.00
1.58,6.486,0.338,0.1064,2.0,0.220,0.052,0.000,6.503,0.338,0.029,0.029,6.475,226.700,5.222,0.0164,0.052,0.000,5.018,11,1.58,1.58,20.50
1.60,6.209,0.352,0.1174,2.0,0.200,0.056,0.000,6.228,0.352,0.029,0.029,6.199,213.984,5.670,0.0189,0.057,0.000,5.235,11,1.60,1.60,20.50
1.62,6.024,0.356,0.1600,2.0,0.190,0.059,0.000,6.050,0.356,0.029,0.029,6.020,204.915,5.907,0.0266,0.059,0.000,5.321,11,1.62,1.62,20.50
1.64,5.786,0.354,0.2636,2.0,0.160,0.061,0.000,5.828,0.354,0.030,0.030,5.799,194.649,6.107,0.0455,0.061,0.000,5.385,11,1.64,1.64,20.50
1.66,5.742,0.337,0.5251,1.9,0.120,0.058,0.000,5.826,0.337,0.030,0.030,5.796,191.918,5.814,0.0906,0.059,0.000,5.233,11,1.66,1.66,20.50
1.68,5.878,0.302,0.8401,2.0,0.090,0.050,0.000,6.012,0.302,0.031,0.031,5.982,195.417,5.047,0.1404,0.051,0.000,4.731,11,1.68,1.68,20.50
1.70,6.997,0.196,1.2701,2.0,0.000,0.027,0.000,7.201,0.196,0.031,0.031,7.170,231.503,2.739,0.1771,0.028,0.000,3.071,11,1.70,1.70,18.00
1.72,7.138,0.225,0.7381,2.1,0.160,0.031,0.000,7.256,0.225,0.031,0.031,7.225,230.615,3.109,0.1022,0.031,0.000,3.507,5,1.72,1.72,18.00
1.74,6.657,0.232,0.6782,2.1,0.160,0.034,0.000,6.766,0.232,0.032,0.032,6.734,212.493,3.444,0.1007,0.035,0.000,3.614,5,1.74,1.74,18.00
1.76,6.634,0.271,0.5953,2.0,0.330,0.040,0.000,6.729,0.271,0.032,0.032,6.697,208.967,4.043,0.0889,0.041,0.000,4.191,5,1.76,1.76,18.00
1.78,6.645,0.271,0.5953,2.1,0.390,0.040,0.000,6.740,0.271,0.032,0.032,6.708,206.962,4.037,0.0887,0.041,0.000,4.143,5,1.78,1.78,18.00
1.80,6.645,0.287,0.6870,2.1,0.390,0.043,0.000,6.755,0.287,0.033,0.033,6.722,205.125,4.277,0.1022,0.043,0.000,4.370,5,1.80,1.80,18.00
1.82,6.299,0.276,0.7975,2.1,0.290,0.043,0.000,6.427,0.276,0.033,0.033,6.394,192.987,4.325,0.1247,0.044,0.000,4.244,5,1.82,1.82,18.00
1.84,6.155,0.259,0.8240,2.1,0.300,0.041,0.000,6.287,0.259,0.033,0.033,6.253,186.714,4.140,0.1318,0.042,0.000,4.021,5,1.84,1.84,18.00
1.86,6.289,0.259,0.8240,2.2,0.300,0.040,0.000,6.420,0.259,0.034,0.034,6.387,188.673,4.054,0.1290,0.041,0.000,4.032,5,1.86,1.86,18.00
1.88,6.567,0.245,1.0167,2.2,0.300,0.036,0.000,6.730,0.245,0.034,0.034,6.696,195.722,3.656,0.1518,0.037,0.000,3.812,5,1.88,1.88,18.00
1.90,6.343,0.259,0.3848,2.2,0.290,0.040,0.000,6.405,0.259,0.035,0.035,6.370,184.272,4.066,0.0604,0.041,0.000,4.025,5,1.90,1.90,18.00
1.92,6.292,0.263,0.6597,2.2,0.290,0.041,0.000,6.398,0.263,0.035,0.035,6.363,182.159,4.140,0.1037,0.042,0.000,4.081,5,1.92,1.92,18.00
1.94,6.292,0.264,0.9377,2.2,0.290,0.041,0.000,6.442,0.264,0.035,0.035,6.407,181.551,4.116,0.1464,0.042,0.000,4.045,5,1.94,1.94,18.00
1.96,6.467,0.268,1.0049,2.1,0.290,0.040,0.000,6.627,0.268,0.036,0.036,6.592,184.904,4.061,0.1524,0.041,0.000,4.056,5,1.96,1.96,18.00
1.98,6.652,0.281,1.1196,2.2,0.270,0.041,0.000,6.831,0.281,0.036,0.036,6.795,188.695,4.135,0.1648,0.042,0.000,4.233,5,1.98,1.98,18.00
2.00,6.784,0.294,0.6097,2.2,0.270,0.043,0.000,6.882,0.294,0.036,0.036,6.845,188.209,4.288,0.0891,0.043,0.000,4.430,5,2.00,2.00,18.00
2.02,6.860,0.288,0.6344,2.3,0.270,0.041,0.000,6.961,0.288,0.037,0.037,6.925,188.529,4.156,0.0916,0.042,0.000,4.364,5,2.02,2.02,18.00
2.04,7.018,0.281,0.8265,2.3,0.260,0.039,0.000,7.151,0.281,0.037,0.037,7.114,191.794,3.945,0.1162,0.040,0.000,4.264,5,2.04,2.04,18.00
2.06,7.043,0.281,0.8265,2.3,0.260,0.039,0.000,7.175,0.281,0.037,0.037,7.138,190.600,3.931,0.1158,0.040,0.000,4.264,5,2.06,2.06,18.00
2.08,6.694,0.297,0.7232,2.3,0.270,0.044,0.000,6.810,0.297,0.038,0.038,6.772,179.106,4.384,0.1068,0.044,0.000,4.515,5,2.08,2.08,18.00
2.10,6.428,0.300,0.6823,2.3,0.260,0.046,0.000,6.537,0.300,0.038,0.038,6.499,170.262,4.619,0.1050,0.047,0.000,4.436,5,2.10,2.10,18.00
2.12,6.014,0.304,0.7268,2.3,0.270,0.050,0.000,6.130,0.304,0.039,0.039,6.091,157.888,4.984,0.1193,0.050,0.000,3.903,5,2.12,2.12,20.50
2.14,6.139,0.296,0.9554,2.2,0.270,0.047,0.000,6.292,0.296,0.039,0.039,6.253,160.573,4.728,0.1528,0.048,0.000,3.280,5,2.14,2.14,18.00
2.16,6.294,0.273,1.1841,2.2,0.260,0.042,0.000,6.483,0.273,0.039,0.039,6.444,163.971,4.236,0.1838,0.043,0.000,2.636,5,2.16,2.16,18.00
2.18,6.412,0.258,1.3465,2.2,0.260,0.039,0.000,6.628,0.258,0.040,0.040,6.588,166.109,3.919,0.2044,0.040,0.000,2.211,5,2.18,2.18,18.00
2.20,8.755,0.231,1.4783,2.2,0.250,0.026,0.000,8.992,0.231,0.040,0.040,8.952,223.678,2.581,0.1651,0.026,0.000,1.808,5,2.20,2.20,18.00
2.22,17.907,0.144,0.8476,2.2,0.010,0.008,0.000,18.042,0.144,0.040,0.040,18.002,445.484,0.799,0.0471,0.008,0.000,1.056,5,2.22,2.22,19.50
2.24,20.438,0.201,0.2114,2.2,0.020,0.010,0.000,20.472,0.201,0.041,0.041,20.432,500.772,0.982,0.0103,0.010,0.000,1.398,11,2.24,2.24,19.50
2.26,21.800,0.244,0.0887,2.3,0.050,0.011,0.000,21.814,0.244,0.041,0.041,21.773,528.589,1.119,0.0041,0.011,0.000,1.619,11,2.26,2.26,19.50
2.28,21.606,0.299,0.1424,2.3,0.260,0.014,0.000,21.628,0.299,0.042,0.042,21.587,519.288,1.383,0.0066,0.014,0.000,1.898,11,2.28,2.28,19.00
2.30,18.774,0.396,0.0347,2.3,0.340,0.021,0.000,18.780,0.396,0.042,0.042,18.738,446.776,2.113,0.0019,0.021,0.000,2.402,11,2.30,2.30,18.50
2.32,15.745,0.396,0.0347,2.3,0.350,0.025,0.000,15.751,0.396,0.042,0.042,15.709,371.275,2.521,0.0022,0.025,0.000,2.305,11,2.32,2.32,18.50
2.34,13.975,0.556,0.0444,2.3,0.360,0.040,0.000,13.982,0.556,0.043,0.043,13.940,326.303,3.991,0.0032,0.040,0.000,3.256,11,2.34,2.34,20.50
2.36,13.891,0.681,0.2082,2.4,0.180,0.049,0.000,13.924,0.681,0.043,0.043,13.881,321.838,4.909,0.0150,0.049,0.000,4.068,11,2.36,2.36,20.50
2.38,13.767,0.727,0.4559,2.5,0.150,0.053,0.000,13.840,0.727,0.044,0.044,13.797,316.874,5.269,0.0330,0.053,0.000,4.515,11,2.38,2.38,20.50
2.40,14.684,0.741,0.6137,2.5,0.090,0.050,0.000,14.782,0.741,0.044,0.044,14.738,335.343,5.030,0.0416,0.050,0.000,4.844,11,2.40,2.40,20.50
2.42,16.408,0.693,0.5120,2.4,0.050,0.042,0.000,16.490,0.693,0.044,0.044,16.446,370.736,4.217,0.0311,0.042,0.000,4.724,11,2.42,2.42,20.50
2.44,16.884,0.643,0.2944,2.5,0.090,0.038,0.000,16.931,0.643,0.045,0.045,16.887,377.440,3.811,0.0174,0.038,0.000,4.508,11,2.44,2.44,19.00
2.46,16.736,0.634,0.2290,2.5,0.110,0.038,0.000,16.773,0.634,0.045,0.045,16.728,370.738,3.790,0.0137,0.038,0.000,4.543,11,2.46,2.46,19.00
2.48,14.617,0.652,0.1528,2.5,0.140,0.045,0.000,14.642,0.652,0.046,0.046,14.596,320.580,4.466,0.0105,0.045,0.000,4.785,11,2.48,2.48,20.50
2.50,12.858,0.665,0.1112,2.5,0.160,0.052,0.000,12.875,0.665,0.046,0.046,12.829,279.265,5.180,0.0087,0.052,0.000,4.997,11,2.50,2.50,20.50
